order_item_id,order_id,product_id,quantity,unit_price,discount_percent
169,70,219,4,107.33,0
170,70,23,1,410.26,5
171,71,126,3,724.52,30
172,71,22,4,16.85,0
173,71,194,2,546.19,0
174,72,131,4,498.11,20
175,73,244,2,368.73,0
176,73,160,4,706.24,25
177,73,217,5,273.25,25
178,73,170,1,281.11,15
179,74,250,5,452.43,25
180,74,250,2,331.0,10
181,74,79,4,403.92,20
182,74,243,1,591.55,20
183,75,42,5,236.39,0
184,75,169,3,40.4,0
185,75,26,5,197.68,5
186,76,136,-2,477.42,20
187,77,87,3,566.27,30
188,77,186,5,73.89,20
189,78,104,1,472.81,0
190,78,12,2,477.24,15
191,78,169,1,41.28,0
192,78,8,4,60.69,30
193,79,128,5,452.85,0
194,79,16,2,357.73,25
195,80,21,3,321.36,0
196,81,209,1,328.52,25
197,81,151,5,237.36,0
198,81,194,2,620.62,15
199,81,158,1,861.87,10
200,82,217,4,358.56,15
201,82,236,1,87.52,25
202,82,87,-1,535.16,0
203,83,134,4,620.63,25
204,83,15,4,509.48,20
205,83,8,5,73.13,25
206,83,40,2,176.03,20
207,84,199,2,492.36,5
208,84,225,1,184.98,0
209,84,74,5,6.88,15
210,84,249,1,65.97,10
211,85,50,2,779.81,20
212,85,42,1,297.91,0
213,85,99,4,662.11,25
214,86,6,4,518.02,15
215,86,159,2,512.54,15
216,86,241,2,677.73,0
217,86,215,3,354.57,20
218,87,238,2,54.1,30
219,87,229,3,682.81,0
220,87,222,2,108.69,10
221,87,57,3,291.75,20
222,88,209,2,312.79,0
223,89,97,3,419.74,30
224,90,104,2,567.64,15
225,90,141,1,369.03,0
226,90,71,4,392.08,0
227,91,220,3,677.95,30
228,91,191,1,349.81,0
229,91,233,1,458.15,15
230,91,128,3,529.88,0
231,92,196,5,335.91,5
232,93,40,3,189.73,15
233,94,198,2,399.22,0
234,94,7,1,382.13,25
235,94,99,4,713.77,5
236,94,186,1,73.76,10
237,95,199,4,507.47,0
238,96,181,2,486.41,0
239,96,86,4,72.06,20
240,96,229,5,601.59,10
241,97,107,-2,643.72,20
242,97,37,1,599.07,5
243,97,54,4,647.86,0
244,97,33,5,152.71,30
245,98,105,1,481.96,30
246,99,152,2,293.36,15
247,99,200,1,182.59,0
248,99,242,2,208.86,20
249,99,245,5,831.98,20
250,100,81,3,498.19,0
251,101,128,3,573.0,20
252,101,151,1,227.42,30
253,101,217,2,262.57,0
254,101,53,2,479.27,0
255,102,195,4,600.12,25
256,103,248,4,376.79,10
257,104,30,5,218.28,30
258,104,96,1,199.04,0
259,104,220,-2,642.97,0
260,105,25,3,157.77,20
261,106,16,1,288.89,25
262,107,236,1,96.52,5
263,108,228,1,96.91,10
264,109,48,4,607.12,10
265,109,58,4,205.49,10
266,110,62,1,823.15,0
267,110,194,3,761.4,15
268,110,157,5,800.99,5
269,110,58,2,153.22,25
270,111,41,1,214.51,5
271,112,77,5,125.5,0
272,113,184,4,587.92,0
273,113,43,3,109.25,5
274,113,68,5,711.06,25
275,113,130,4,788.82,0
276,114,94,1,266.67,30
277,114,184,5,710.03,0
278,114,43,1,93.55,10
279,114,61,3,129.49,0
280,115,231,2,570.52,0
281,115,43,1,96.05,15
282,116,89,1,665.49,5
283,116,73,1,218.18,20
284,116,209,5,396.43,5
285,117,50,3,801.2,20
286,117,152,1,265.7,0
287,118,32,3,125.74,0
288,118,149,3,107.75,20
289,119,244,2,352.26,25
290,119,20,3,460.6,10
291,120,99,3,555.2,5
292,121,160,1,732.4,0
293,121,20,1,501.78,5
294,121,33,3,202.72,0
295,122,65,2,574.22,20
296,122,208,-1,585.79,0
297,122,226,3,552.94,0
298,122,49,1,124.25,5
299,123,3,3,88.85,0
300,123,164,2,91.15,0
301,123,114,5,593.59,0
302,124,96,3,246.31,0
303,124,129,3,494.06,15
304,125,152,1,238.72,30
305,126,111,4,428.03,5
306,127,194,5,564.01,20
307,127,92,1,57.39,25
308,128,246,1,14.4,15
309,128,202,5,252.2,30
310,128,199,4,538.8,25
311,129,5,3,711.86,0
312,129,200,3,177.11,15
313,130,202,2,234.19,0
314,131,3,5,105.61,20
315,131,227,4,632.57,20
316,131,195,2,651.29,0
317,132,203,3,559.89,0
318,132,202,4,182.37,25
319,133,103,3,116.94,0
320,133,93,2,38.35,10
321,133,5,5,706.02,0
322,133,63,2,98.69,0
323,134,215,1,362.99,5
324,134,2,4,418.7,30
325,134,125,3,789.98,20
326,135,213,4,536.9,0
327,135,56,-3,74.94,15
328,135,45,4,499.84,20
329,135,220,1,509.28,5
330,136,4,5,233.49,0
331,137,36,1,790.26,10
332,137,74,2,5.71,25
333,137,230,3,167.36,20
334,138,109,2,357.99,10
335,139,210,4,537.69,25
336,140,26,-4,185.91,0
337,140,127,5,299.36,10
338,140,11,3,733.3,25
339,141,20,2,513.96,15
340,141,86,5,89.17,10
341,141,195,2,866.89,10
342,142,191,2,281.55,0
343,142,120,5,270.45,10
344,142,4,1,263.2,5
345,143,161,4,514.81,10
346,143,101,2,624.11,0
347,143,9,2,170.27,0
348,144,13,4,396.09,10
349,144,130,5,815.59,5
350,144,102,1,742.71,25
351,144,247,4,813.13,20
352,145,174,2,78.83,0
353,145,77,1,121.59,30
354,146,241,4,485.15,0
355,147,3,3,106.46,25
356,148,6,2,496.58,20
357,148,231,2,538.68,20
358,148,63,4,92.05,25
359,148,6,4,610.93,0
360,149,47,4,594.66,25
361,149,165,1,108.96,30
362,150,85,3,281.28,0
363,150,193,4,96.23,0
364,150,178,5,510.56,20
365,150,217,3,278.71,10
366,151,213,4,400.32,30
367,151,180,5,196.13,25
368,152,53,1,480.71,20
369,152,148,1,344.22,0
370,152,131,1,591.26,30
371,152,126,2,539.82,15
372,153,198,4,454.61,0
373,153,211,5,112.19,20
374,154,8,5,63.21,5
375,154,23,2,470.35,10
376,155,29,5,357.12,20
377,156,154,5,620.63,30
378,156,1,5,229.73,10
379,156,234,3,164.16,5
380,156,179,1,357.17,30
381,157,129,1,555.17,20
382,157,70,1,574.18,30
383,157,194,1,716.96,10
384,157,149,2,152.97,30
385,158,52,1,415.54,0
386,159,106,1,513.66,0
387,159,132,1,541.32,0
388,160,39,5,568.09,30
389,160,223,3,358.41,15
390,160,8,1,76.22,30
391,160,149,5,155.32,25
392,161,20,1,449.05,0
393,162,220,4,483.45,0
394,162,9,1,166.9,0
395,162,163,2,688.5,20
396,162,231,3,762.41,15
397,163,162,3,369.7,30
398,163,225,1,189.98,0
399,163,76,2,400.7,15
400,163,153,1,121.34,0
401,164,94,2,217.77,10
402,164,104,1,590.66,20
403,164,115,3,294.94,15
404,164,196,3,363.57,15
405,165,66,1,448.9,25
406,165,200,1,240.28,20
407,165,70,5,612.35,0
408,165,184,4,624.41,15
409,166,106,2,420.22,5
410,166,98,4,187.06,30
411,166,150,3,169.71,25
412,166,219,2,117.65,0
413,167,155,2,252.62,20
414,167,33,4,138.47,25
415,168,46,3,42.56,0
416,168,189,5,462.81,15
417,168,189,4,440.46,25
418,168,116,3,62.57,20
419,169,64,2,411.34,10
420,170,25,5,122.52,5
421,170,154,2,593.58,110
422,171,77,4,86.47,0
423,171,186,1,98.3,10
424,171,170,1,289.85,0
425,172,5,5,572.71,0
426,173,34,5,422.15,15
427,173,99,2,584.43,0
428,173,249,2,71.48,0
429,173,213,5,421.9,20
430,174,160,5,721.93,20
431,175,167,3,325.71,0
432,176,122,2,420.56,0
433,177,105,5,349.58,15
434,177,40,3,227.92,0
435,177,204,4,108.18,0
436,177,247,2,590.04,15
437,178,4,4,181.27,0
438,179,16,1,265.45,0
439,179,38,5,578.77,0
440,179,133,2,634.47,5
441,180,208,3,485.73,25
442,180,156,3,516.24,0
443,181,222,2,104.12,0
444,181,227,4,424.38,0
445,181,156,4,534.62,30
446,181,250,4,363.66,0
447,182,21,4,348.81,10
448,182,209,3,321.78,15
449,182,190,1,76.24,25
450,183,172,5,330.93,20
451,183,126,1,718.39,0
452,183,229,1,694.38,15
453,183,31,1,263.82,5
454,184,46,-5,40.46,5
455,184,101,1,633.91,15
456,185,176,1,91.14,30
457,185,39,2,537.32,15
458,185,231,4,630.1,5
459,185,185,4,362.12,0
460,186,77,1,95.49,30
461,186,196,4,348.13,30
462,186,155,1,256.01,0
463,186,184,5,514.47,10
464,187,24,2,433.99,20
465,188,138,3,420.67,15
466,188,103,1,131.02,20
467,188,117,2,708.2,15
468,189,174,4,55.0,15
469,189,76,1,353.61,0
470,189,230,4,153.93,10
471,189,19,5,281.16,5
472,190,225,4,213.54,0
473,190,47,5,488.83,0
474,190,250,4,310.64,30
475,190,34,5,492.91,0
476,191,133,3,613.28,0
477,191,11,2,609.66,0
478,191,34,1,567.02,20
479,191,3,5,100.58,5
480,192,43,2,88.1,0
481,193,156,2,583.92,25
482,194,179,2,432.16,0
483,194,11,5,521.45,0
484,194,119,4,466.0,15
485,194,70,5,642.77,0
486,195,178,3,445.69,0
487,195,5,1,683.53,20
488,195,90,3,695.76,10
489,196,104,2,451.31,15
490,196,127,1,298.99,20
491,196,61,4,146.78,20
492,196,80,1,411.8,10
493,197,194,-4,629.36,5
494,197,17,-3,144.7,15
495,198,18,1,523.88,0
496,199,89,5,589.24,0
497,200,20,5,410.11,25
498,200,15,3,508.47,15
499,200,175,4,386.83,15
500,201,147,1,490.11,30
501,202,112,3,839.35,20
502,202,110,1,209.3,5
503,202,183,3,552.61,30
504,202,141,3,521.55,0
505,203,191,4,340.84,0
506,203,63,1,118.87,0
507,204,111,2,427.37,0
508,204,155,2,270.04,0
509,204,221,3,604.35,30
510,205,62,4,780.02,25
511,205,221,2,651.82,25
512,205,61,2,129.6,30
513,206,12,-2,467.38,0
514,206,1,5,200.37,0
515,207,36,3,594.95,0
516,207,135,-5,365.33,25
517,207,83,3,300.58,15
518,208,15,4,546.97,0
519,208,246,-1,13.14,20
520,208,63,2,92.14,20
521,208,186,2,99.45,25
522,209,241,5,488.83,0
523,209,103,-4,171.22,150
524,210,61,1,117.56,15
525,211,35,1,444.33,0
526,211,203,1,701.13,25
527,211,173,4,385.98,15
528,212,117,3,612.43,0
529,212,111,1,486.02,5
530,212,49,3,160.89,20
531,212,204,4,83.26,10
532,213,81,5,589.83,30
533,213,151,5,226.96,30
534,213,216,1,415.15,30
535,214,209,3,359.06,5
536,214,107,4,735.55,0
537,214,57,3,428.97,0
538,215,184,5,619.09,0
539,215,234,5,137.48,15
540,216,2,2,419.47,20
541,217,36,5,782.44,10
542,217,77,2,91.65,25
543,218,17,5,174.13,0
544,218,135,4,449.23,30
545,218,75,5,435.5,0
546,218,52,3,381.39,15
547,219,192,5,437.78,10
548,219,193,5,116.93,25
549,219,146,4,376.43,30
550,219,1,4,277.12,20
551,220,215,5,374.68,20
552,221,34,4,416.8,15
553,221,176,3,77.48,30
554,221,83,3,244.47,15
555,221,248,4,328.45,0
556,222,135,5,415.83,20
557,222,220,1,488.63,20
558,222,66,2,417.29,10
559,222,67,5,226.91,25
560,223,37,2,677.26,20
561,224,5,2,652.85,25
562,224,187,1,379.88,20
563,224,226,3,572.41,5
564,224,106,1,402.36,15
565,225,8,3,85.47,5
566,225,149,4,105.37,25
567,226,35,3,479.9,30
568,226,54,5,561.36,0
569,226,235,2,273.08,20
570,226,126,5,585.44,0
571,227,164,2,114.28,0
572,227,150,5,231.48,150
573,227,70,1,462.89,0
574,227,136,2,578.32,10
575,228,120,3,272.73,5
576,229,171,3,379.03,25
577,229,94,1,286.24,0
578,229,109,5,342.86,110
579,229,215,5,384.01,30
580,230,28,2,598.67,5
581,230,229,3,596.31,20
582,230,194,4,592.55,25
583,231,26,4,210.91,0
584,231,47,2,618.26,0
585,232,120,2,316.25,0
586,233,211,3,92.74,30
587,233,6,2,636.11,25
588,233,57,1,382.6,30
589,234,39,2,647.89,0
590,235,81,5,641.85,25
591,235,228,4,105.58,15
592,235,19,4,261.66,15
593,235,152,5,276.44,0
594,236,119,3,498.8,15
595,236,15,3,479.98,20
596,237,130,5,624.5,5
597,237,221,1,541.7,20
598,238,152,1,262.68,0
599,238,86,5,87.32,30
600,239,217,1,319.73,0
601,239,7,-4,411.35,20
602,239,195,5,824.2,0
603,239,151,4,179.28,30
604,240,58,5,163.86,20
605,240,156,1,749.06,15
606,241,84,5,536.34,30
607,241,222,2,108.84,25
608,241,125,1,725.57,5
609,241,85,1,296.78,15
610,242,92,1,42.5,5
611,243,68,3,554.21,30
612,243,249,1,54.78,25
613,243,167,1,318.29,5
614,244,218,4,200.98,25
615,244,161,5,490.62,0
616,244,113,4,424.57,30
617,245,60,3,549.89,10
618,245,132,4,471.9,10
619,246,210,4,654.49,0
620,246,56,5,81.27,5
621,247,223,5,274.14,15
622,247,235,2,288.85,5
623,248,247,2,728.69,0
624,248,23,3,410.0,10
625,248,211,2,88.26,20
626,248,189,5,421.86,10
627,249,205,4,423.15,10
628,249,99,3,724.22,0
629,249,162,5,358.73,0
630,249,125,5,673.72,0
631,250,4,2,260.47,0
632,250,142,3,186.21,0
633,250,196,3,289.19,20
634,251,181,5,512.48,25
635,252,7,2,424.87,0
636,252,74,2,7.19,0
637,252,109,3,370.91,0
638,253,182,1,747.47,5
639,253,116,5,58.94,20
640,253,244,2,355.94,20
641,253,72,1,300.04,0
642,254,69,5,670.7,5
643,254,249,2,63.93,25
644,255,25,4,130.26,15
645,256,71,1,378.91,0
646,256,55,3,431.71,10
647,256,233,3,433.85,20
648,257,141,4,420.75,20
649,258,189,4,516.4,15
650,258,195,2,624.11,25
651,258,226,1,493.93,0
652,259,1,3,288.42,5
653,259,201,3,396.05,10
654,259,103,2,145.06,30
655,260,77,2,104.15,0
656,261,71,1,320.17,25
657,261,213,3,415.44,10
658,261,151,5,206.69,15
659,262,224,-3,752.52,15
660,262,113,4,368.1,30
661,263,129,1,398.24,30
662,263,63,2,86.83,15
663,263,17,4,137.62,20
664,264,242,4,206.35,0
665,265,12,4,572.04,15
666,266,85,1,350.14,30
667,266,1,4,207.89,5
668,267,96,2,269.15,5
669,268,14,1,51.84,30
670,269,166,3,472.14,0
671,269,235,2,378.54,0
672,269,202,4,195.05,0
673,270,66,5,416.33,0
674,271,109,2,362.28,30
675,271,35,3,481.95,15
676,271,151,2,179.15,20
677,271,8,5,60.04,0
678,272,66,2,454.82,0
679,272,165,2,103.86,0
680,273,63,3,113.77,20
681,273,86,3,67.81,20
682,274,157,1,694.42,30
683,274,50,1,631.9,15
684,274,193,4,107.08,5
685,275,46,2,50.97,0
686,275,46,4,58.27,15
687,275,17,4,138.68,15
688,276,159,4,555.61,10
689,277,57,5,324.28,0
690,277,114,3,663.42,20
691,277,82,3,437.79,20
692,278,192,3,330.56,20
693,278,152,1,235.48,0
694,278,118,4,12.95,30
695,279,70,3,476.98,15
696,279,110,-5,201.78,0
697,279,138,5,396.9,5
698,280,107,2,555.61,30
699,281,230,2,194.92,0
700,281,6,2,541.47,20
701,281,177,1,527.21,10
702,281,109,5,352.47,0
703,282,99,5,695.05,0
704,282,74,2,6.48,10
705,283,102,3,594.64,0
706,283,180,4,162.91,5
707,283,118,5,9.68,10
708,283,102,3,768.01,0
709,284,47,4,574.47,25
710,285,116,1,71.64,30
711,285,85,1,281.62,20
712,285,90,-5,766.14,20
713,285,64,3,468.42,0
714,286,50,3,620.42,5
715,287,214,2,302.64,10
716,287,26,5,168.88,10
717,287,16,4,352.42,5
718,287,65,1,700.87,0
719,288,198,3,328.27,0
720,289,39,4,568.3,0
721,290,192,5,435.61,5
722,291,245,2,815.03,15
723,292,228,1,89.19,5
724,292,16,5,321.45,0
725,292,241,1,689.67,30
726,293,83,1,292.72,0
727,294,53,1,632.41,10
728,295,35,4,389.14,0
729,296,75,2,440.69,25
730,297,82,4,350.75,0
731,297,156,4,571.23,30
732,297,98,4,178.6,0
733,298,10,4,525.18,0
734,299,32,3,164.54,0
735,299,73,1,269.56,0
736,299,56,4,64.5,20
737,299,48,4,600.89,15
738,300,45,4,626.58,150
739,300,73,1,232.98,25
740,300,153,3,162.6,15
741,301,130,5,709.1,0
742,301,28,3,603.4,15
743,301,235,3,321.17,30
744,302,219,4,121.85,0
745,302,100,3,487.3,0
746,303,122,1,319.91,10
747,304,2,4,464.06,20
748,304,67,5,223.82,0
749,305,248,4,398.92,0
750,306,125,-2,634.46,20
751,307,32,2,139.04,0
752,308,45,-3,580.77,10
753,308,222,2,105.43,10
754,309,24,5,402.29,0
755,309,228,1,115.08,15
756,309,212,3,709.98,25
757,310,197,5,450.39,0
758,310,112,3,648.18,30
759,311,135,2,380.79,0
760,311,7,1,449.56,15
761,311,20,2,485.13,30
762,311,25,3,154.24,30
763,312,74,2,7.38,0
764,312,131,5,556.87,20
765,312,89,5,582.52,0
766,312,59,5,535.72,0
767,313,65,2,706.28,20
768,313,4,3,204.86,15
769,313,201,5,316.47,0
770,313,72,1,301.79,20
771,314,177,2,559.33,30
772,315,18,4,585.39,25
773,315,116,3,66.05,0
774,315,82,4,351.93,5
775,315,144,5,69.47,0
776,316,163,3,504.5,20
777,316,42,4,264.8,10
778,317,221,3,731.14,0
779,317,173,2,318.38,0
780,317,132,1,412.77,25
781,317,79,3,415.13,20
782,318,137,4,166.07,0
783,318,214,-4,304.71,10
784,318,116,2,49.4,0
785,319,173,3,378.95,5
786,319,83,2,277.27,5
787,319,6,2,631.36,20
788,320,114,4,515.44,0
789,321,7,4,357.49,0
790,321,92,5,53.64,20
791,322,122,1,452.12,0
792,322,193,2,88.72,5
793,323,78,-3,293.3,0
794,324,172,1,361.61,5
795,325,126,1,663.12,0
796,325,6,5,473.54,20
797,326,48,4,714.89,10
798,326,17,3,153.76,150
799,327,59,3,434.83,5
800,327,60,4,434.04,25
801,328,73,3,218.45,10
802,329,4,1,245.81,15
803,329,158,1,781.27,25
804,329,110,4,266.71,15
805,329,121,4,231.15,0
806,330,142,3,187.54,0
807,330,19,5,278.6,0
808,331,101,5,567.41,25
809,332,162,3,338.55,0
810,332,125,3,630.75,0
811,332,97,5,477.79,30
812,332,57,1,419.78,0
813,333,6,2,442.36,15
814,333,63,5,106.98,0
815,334,54,4,509.24,30
816,335,157,4,627.89,30
817,335,27,5,315.54,25
818,335,146,3,281.01,30
819,335,25,3,110.47,0
820,336,42,4,270.83,20
821,336,204,3,105.88,0
822,336,72,3,319.64,5
823,337,173,4,348.7,20
824,337,113,5,370.43,0
825,337,206,3,111.67,0
826,338,81,4,455.91,20
827,338,137,1,208.03,0
828,339,193,4,106.8,0
829,339,60,1,570.91,5
830,340,222,2,104.6,10
831,340,201,1,354.45,5
832,340,127,1,281.27,15
833,341,220,3,659.18,30
834,341,168,1,406.07,30
835,341,75,2,516.69,5
836,341,188,1,398.52,10
837,342,125,-4,713.08,5
838,342,57,5,385.07,0
839,342,36,-2,775.35,0
840,342,185,3,433.22,10
841,343,198,5,480.62,5
842,343,116,-4,64.12,30
843,343,177,4,618.29,0
844,344,3,3,109.32,10
845,344,225,-2,222.97,15
846,344,72,1,354.47,5
847,344,160,1,581.21,5
848,345,20,3,391.38,0
849,346,139,2,677.58,30
850,347,74,1,6.09,0
851,348,90,5,661.73,5
852,349,134,1,595.67,5
853,349,118,5,10.49,0
854,350,27,5,370.18,20
855,351,125,4,843.97,0
856,352,40,1,238.74,30
857,353,124,4,68.52,15
858,353,100,5,491.37,0
859,354,212,4,704.66,30
860,354,51,1,416.93,0
861,354,222,5,99.2,5
862,354,165,5,121.28,15
863,355,140,3,395.05,5
864,355,152,5,303.33,0
865,356,25,4,129.93,0
866,356,85,3,322.04,20
867,357,2,-2,437.33,30
868,357,41,4,214.96,20
869,358,66,3,415.77,0
870,358,33,3,197.95,20
871,359,2,4,435.63,0
872,359,145,2,669.08,0
873,360,143,2,329.81,25
874,360,236,1,119.64,30
875,361,33,4,185.45,20
876,361,200,1,212.59,0
877,361,13,3,485.89,10
878,362,56,1,79.91,25
879,362,178,4,519.2,20
880,362,174,4,70.69,15
881,362,112,4,665.34,25
882,363,156,4,673.51,5
883,364,5,3,524.21,10
884,364,173,3,346.9,25
885,364,246,2,15.94,0
886,365,160,-4,663.09,10
887,365,63,1,100.8,0
888,366,10,1,494.09,20
889,366,233,1,395.42,0
890,366,90,2,704.32,25
891,367,222,2,125.03,10
892,367,183,4,467.78,0
893,367,147,5,401.46,10
894,367,249,5,76.41,20
895,368,208,2,456.47,25
896,368,210,4,627.4,30
897,369,138,5,431.28,25
898,369,75,1,421.86,0
899,369,101,1,609.9,20
900,369,82,1,342.43,15
901,370,127,4,328.8,5
902,370,226,2,577.37,15
903,371,98,2,202.24,0
904,371,15,5,510.85,5
905,372,134,1,478.01,10
906,372,137,2,210.75,5
907,372,244,3,390.32,0
908,372,13,2,450.55,10
909,373,107,2,642.68,20
910,373,235,5,353.37,0
911,373,36,4,719.18,15
912,373,222,3,135.05,10
913,374,224,2,657.14,0
914,375,175,2,350.62,5
915,375,157,2,691.55,30
916,375,36,5,563.28,10
917,376,156,4,576.3,15
918,376,194,4,709.12,20
919,376,222,4,102.63,0
920,376,139,2,661.74,5
921,377,7,4,324.22,0
922,377,103,2,126.98,20
923,377,132,-5,582.85,5
924,378,22,3,19.95,30
925,378,155,5,267.78,0
926,378,149,3,135.3,0
927,378,88,4,319.31,20
928,379,98,5,178.75,30
929,379,190,-3,92.86,0
930,379,241,1,691.3,0
931,379,200,4,195.02,5
932,380,152,3,323.79,15
933,380,137,1,179.91,10
934,381,15,3,539.13,0
935,382,68,2,615.21,25
936,382,228,4,103.06,5
937,383,151,1,184.68,0
938,383,4,5,182.33,0
939,384,147,1,460.15,15
940,384,47,2,470.1,5
941,385,99,-1,551.62,25
942,386,241,3,503.12,20
943,387,36,5,607.63,5
944,387,203,3,708.05,15
945,387,201,3,358.94,15
946,387,174,4,76.09,20
947,388,202,3,200.02,15
948,388,85,3,345.52,20
949,388,250,4,391.3,30
950,388,192,5,422.06,10
951,389,170,3,382.65,20
952,389,219,4,98.46,20
953,390,62,4,608.15,30
954,390,237,5,325.64,0
955,390,167,5,262.56,10
956,391,153,5,161.74,0
957,391,203,1,596.93,0
958,391,137,4,161.17,0
959,391,51,5,440.2,0
960,392,59,4,633.54,15
961,392,202,1,264.67,0
962,392,36,3,627.94,0
963,392,177,1,656.49,15
964,393,246,3,15.16,5
965,393,36,5,782.23,5
966,394,159,3,544.62,0
967,394,62,-5,750.02,0
968,394,48,3,725.77,20
969,394,98,3,226.21,0
970,395,58,5,182.13,15
971,395,88,3,359.74,20
972,395,205,1,461.15,15
973,395,123,3,205.43,15
974,396,177,1,597.23,20
975,396,48,1,639.96,5
976,397,99,2,533.12,15
977,397,96,2,271.09,10
978,397,45,1,625.58,30
979,398,101,5,494.45,0
980,398,60,4,434.24,5
981,398,154,1,665.17,25
982,398,80,3,378.39,30
983,399,235,4,357.98,0
984,399,244,3,472.87,30
985,400,79,1,492.12,0
986,401,156,4,726.81,0
987,401,38,2,548.27,10
988,401,93,4,43.66,0
989,402,29,3,425.35,10
990,403,230,2,146.11,5
991,403,158,1,686.69,0
992,404,124,1,53.73,20
993,404,150,4,173.07,20
