order_id,customer_id,order_date,status,region_code
116,229,2024-06-05 09:17:06,DELIVERED,EAST
117,475,2024-05-29 16:23:53,DELIVERED,NORTH
118,73,2025-09-12 12:01:29,CANCELLED,WEST
119,543,2025-02-16 11:08:56,DELIVERED,EAST
120,420,2023-08-23 05:25:41,CANCELLED,CENTRAL
121,185,2024-12-11 19:29:58,DELIVERED,NORTH
122,60,2025-09-07 06:36:24,DELIVERED,NORTH
123,163,2023-11-22 06:20:25,DELIVERED,WEST
124,440,2023-05-17 18:25:09,DELIVERED,WEST
125,,2025-01-11 14:46:20,DELIVERED,SOUTH
126,544,2023-01-22 20:49:58,PLACED,SOUTH
127,353,2023-01-07 09:44:51,SHIPPED,EAST
128,67,2024-08-18 19:47:53,DELIVERED,NORTH
129,537,2024-03-27 18:50:45,DELIVERED,EAST
130,502,2025-12-02 21:01:11,DELIVERED,EAST
131,414,2023-09-14 03:18:09,SHIPPED,NORTH
132,,2023-07-23 19:42:21,SHIPPED,CENTRAL
133,385,2024-07-23 11:31:11,DELIVERED,EAST
134,111,26-08-2025,PLACED,NORTH
135,561,2023-06-29 20:57:27,DELIVERED,EAST
136,10,2023-08-26 20:59:31,DELIVERED,EAST
137,141,2023-06-06 20:48:05,CANCELLED,WEST
138,290,2023-06-12 23:29:10,DELIVERED,NORTH
139,270,2025-02-12 05:03:26,RETURNED,CENTRAL
140,41,2024-07-10 00:17:35,DELIVERED,CENTRAL
141,241,2023-11-19 15:23:34,PLACED,NORTH
142,506,2023-05-19 06:15:58,RETURNED,SOUTH
143,263,05-03-2025,DELIVERED,SOUTH
144,179,2024-04-04 20:30:24,CANCELLED,NORTH
145,119,2024-07-13 13:46:33,CANCELLED,NORTH
146,175,13-03-2023,DELIVERED,EAST
147,96,2024-11-10 23:10:47,CANCELLED,EAST
148,468,2023-10-12 01:51:58,CANCELLED,EAST
149,171,2025-12-07 17:25:36,SHIPPED,NORTH
150,107,2023-04-02 02:29:45,RETURNED,WEST
151,186,2025-01-19 19:25:21,DELIVERED,CENTRAL
152,134,2024-07-11 01:32:11,RETURNED,WEST
153,65,2023-06-25 10:36:51,DELIVERED,EAST
154,591,2023-01-20 04:49:19,SHIPPED,CENTRAL
155,98,2025-11-06 13:36:27,DELIVERED,WEST
156,395,2024-01-22 03:37:19,CANCELLED,SOUTH
157,12,2025-05-17 08:34:54,DELIVERED,SOUTH
158,77,2024-12-30 00:21:34,DELIVERED,WEST
159,229,2024-05-29 00:39:13,DELIVERED,CENTRAL
160,455,2024-09-18 11:15:21,DELIVERED,CENTRAL
161,510,2025-02-13 07:47:31,SHIPPED,NORTH
162,94,02-10-2024,RETURNED,CENTRAL
163,212,2025-09-17 09:08:38,RETURNED,WEST
164,466,2024-07-18 10:23:21,DELIVERED,EAST
165,373,2025-08-20 18:15:06,SHIPPED,WEST
166,299,2025-10-20 13:57:17,DELIVERED,CENTRAL
167,505,2025-12-26 16:02:17,CANCELLED,SOUTH
168,193,2024-09-27 16:28:58,RETURNED,NORTH
169,196,2024-09-02 08:14:34,SHIPPED,EAST
170,127,05-10-2024,DELIVERED,WEST
171,511,2025-07-04 11:17:56,DELIVERED,NORTH
172,600,2023-03-17 10:52:50,RETURNED,WEST
173,132,2023-10-03 06:35:08,DELIVERED,NORTH
174,394,2025-07-21 21:58:42,RETURNED,WEST
175,352,2025-12-11 18:51:01,DELIVERED,EAST
176,525,2023-07-27 04:27:44,CANCELLED,EAST
177,567,2025-04-30 23:41:12,SHIPPED,SOUTH
178,136,2025-08-27 14:39:15,DELIVERED,SOUTH
179,361,2025-12-14 13:49:35,DELIVERED,CENTRAL
180,547,2025-06-05 10:56:01,CANCELLED,EAST
181,26,2024-10-18 03:42:18,SHIPPED,WEST
182,165,07-11-2025,DELIVERED,EAST
183,303,2023-08-16 11:14:45,DELIVERED,SOUTH
184,576,2023-02-20 04:28:09,DELIVERED,SOUTH
185,295,2025-05-21 21:40:58,RETURNED,NORTH
186,321,2024-08-25 01:05:04,PLACED,CENTRAL
187,454,2024-01-26 10:40:35,RETURNED,SOUTH
188,560,2025-12-30 14:28:32,SHIPPED,CENTRAL
189,77,2023-10-28 14:07:03,RETURNED,SOUTH
190,,2025-03-09 05:35:57,DELIVERED,EAST
191,6,2023-07-22 01:13:54,DELIVERED,EAST
192,53,29-08-2023,CANCELLED,CENTRAL
193,367,2024-04-12 19:51:55,DELIVERED,NORTH
194,534,2024-05-08 18:38:33,DELIVERED,NORTH
195,95,2023-09-05 13:45:45,SHIPPED,EAST
196,301,2023-11-28 10:24:23,RETURNED,SOUTH
197,10,2025-08-18 11:10:17,DELIVERED,NORTH
198,250,2024-11-23 07:40:45,DELIVERED,NORTH
199,117,2024-05-13 13:23:56,DELIVERED,WEST
200,384,15-03-2024,CANCELLED,CENTRAL
201,198,2024-11-23 03:33:54,DELIVERED,EAST
202,551,2023-05-30 01:30:54,PLACED,CENTRAL
203,219,2023-04-12 16:57:59,CANCELLED,WEST
204,446,2023-11-16 08:33:42,DELIVERED,NORTH
205,39,27-08-2023,PLACED,NORTH
206,589,2023-10-04 12:01:43,RETURNED,SOUTH
207,444,2024-09-25 05:39:05,PLACED,EAST
208,,2025-11-11 22:23:46,PLACED,CENTRAL
209,367,28-06-2025,SHIPPED,CENTRAL
210,449,2025-12-01 11:24:35,DELIVERED,WEST
211,226,23-10-2025,DELIVERED,SOUTH
212,306,2025-04-27 18:04:58,RETURNED,EAST
213,127,2023-01-18 07:42:35,PLACED,NORTH
214,88,2025-07-15 20:54:23,SHIPPED,EAST
215,525,2024-06-18 03:43:07,SHIPPED,SOUTH
216,118,2023-12-09 23:34:19,DELIVERED,SOUTH
217,563,2025-05-31 06:12:09,DELIVERED,WEST
218,101,2023-04-24 15:01:38,DELIVERED,SOUTH
219,241,2025-01-26 19:46:29,DELIVERED,NORTH
220,462,2023-04-19 10:39:49,DELIVERED,EAST
221,581,2024-04-19 20:24:29,CANCELLED,EAST
222,227,2024-10-27 08:27:25,DELIVERED,WEST
223,492,2024-07-12 10:36:34,DELIVERED,WEST
224,84,2024-04-19 12:48:50,CANCELLED,EAST
225,79,2023-08-06 11:38:25,CANCELLED,NORTH
226,593,2025-02-26 20:58:40,DELIVERED,WEST
227,557,2023-11-27 12:17:35,DELIVERED,CENTRAL
228,298,2023-08-19 21:26:21,DELIVERED,SOUTH
229,11,2025-03-03 21:32:18,CANCELLED,SOUTH
230,144,2025-08-11 20:55:13,SHIPPED,WEST
231,150,2025-05-29 19:19:43,RETURNED,WEST
232,65,2023-03-04 18:57:37,DELIVERED,EAST
233,370,2023-03-08 12:00:51,DELIVERED,WEST
234,,2024-12-07 06:20:10,SHIPPED,EAST
235,270,2025-03-20 22:11:26,DELIVERED,CENTRAL
236,80,2023-09-28 01:35:27,DELIVERED,CENTRAL
237,354,2023-12-13 06:17:11,DELIVERED,WEST
238,451,27-07-2025,SHIPPED,SOUTH
239,192,2025-03-10 07:29:20,DELIVERED,SOUTH
240,339,2023-07-03 19:40:13,DELIVERED,NORTH
241,421,2025-01-13 19:30:13,SHIPPED,NORTH
242,525,2023-07-18 15:54:09,CANCELLED,NORTH
243,185,17-08-2023,RETURNED,CENTRAL
244,291,2025-07-20 01:40:04,SHIPPED,NORTH
245,175,2025-07-31 04:55:27,CANCELLED,SOUTH
246,187,2025-07-22 08:53:27,DELIVERED,CENTRAL
247,465,2024-02-15 22:02:47,DELIVERED,CENTRAL
248,17,2023-12-24 00:04:44,DELIVERED,SOUTH
249,99,2025-02-22 11:53:09,DELIVERED,SOUTH
250,545,2025-08-12 23:28:22,DELIVERED,CENTRAL
251,553,2023-05-25 18:22:25,CANCELLED,NORTH
252,380,2025-11-20 02:31:35,DELIVERED,NORTH
253,391,2024-10-28 08:38:55,DELIVERED,EAST
254,261,2025-12-18 07:08:31,DELIVERED,WEST
255,419,2023-05-11 04:56:45,SHIPPED,EAST
256,8,2023-01-12 01:13:55,DELIVERED,WEST
257,110,2025-12-04 09:48:08,DELIVERED,SOUTH
258,434,2025-06-28 08:10:56,DELIVERED,CENTRAL
259,209,2024-03-04 01:38:29,DELIVERED,WEST
260,569,2025-05-16 03:26:35,DELIVERED,WEST
261,408,2024-04-21 08:51:20,CANCELLED,SOUTH
262,166,2025-10-21 03:50:46,SHIPPED,NORTH
263,54,2024-09-14 05:59:34,DELIVERED,SOUTH
264,149,14-09-2025,RETURNED,WEST
265,380,2024-11-07 08:02:50,DELIVERED,NORTH
266,534,2024-08-20 00:42:43,DELIVERED,EAST
267,180,17-07-2025,DELIVERED,WEST
268,531,2023-11-10 08:11:27,SHIPPED,EAST
269,174,2025-07-20 07:32:09,DELIVERED,NORTH
270,283,14-10-2025,DELIVERED,WEST
271,16,2024-09-05 20:00:11,RETURNED,NORTH
272,597,2025-05-03 18:17:57,DELIVERED,EAST
273,466,2024-03-05 12:57:35,DELIVERED,WEST
274,573,2024-02-10 14:47:36,DELIVERED,NORTH
275,264,2024-06-12 02:50:49,CANCELLED,CENTRAL
276,387,2025-06-12 01:35:50,DELIVERED,CENTRAL
277,470,2024-01-13 21:53:03,CANCELLED,WEST
278,392,2023-02-12 11:42:28,DELIVERED,SOUTH
279,362,2023-12-24 04:25:00,DELIVERED,CENTRAL
280,96,2025-12-24 16:24:33,DELIVERED,WEST
281,488,15-06-2024,DELIVERED,EAST
282,195,2025-06-10 05:33:24,DELIVERED,WEST
283,212,2023-12-31 20:15:59,SHIPPED,SOUTH
284,110,2024-01-23 21:19:13,RETURNED,NORTH
285,7,2025-11-15 20:06:07,RETURNED,CENTRAL
286,589,2025-01-19 05:09:07,DELIVERED,EAST
287,591,2025-03-05 00:26:35,PLACED,SOUTH
288,515,2024-10-19 09:08:23,DELIVERED,EAST
289,124,2025-12-02 04:33:33,DELIVERED,CENTRAL
290,389,06-12-2025,SHIPPED,CENTRAL
291,562,2024-07-15 17:30:42,SHIPPED,EAST
292,189,2025-01-02 05:01:43,DELIVERED,WEST
293,411,2024-10-13 00:55:02,DELIVERED,EAST
294,235,2025-06-06 15:41:54,DELIVERED,NORTH
295,201,2024-01-02 07:27:14,CANCELLED,SOUTH
296,,2023-08-21 07:33:20,DELIVERED,WEST
297,499,2025-09-06 16:24:36,DELIVERED,EAST
298,168,01-06-2025,SHIPPED,NORTH
299,461,2024-01-31 00:36:23,DELIVERED,EAST
300,264,2024-07-13 17:12:10,PLACED,EAST
301,204,2023-07-08 08:03:40,DELIVERED,CENTRAL
302,292,2025-10-05 09:21:21,DELIVERED,EAST
303,81,2025-03-03 22:45:04,DELIVERED,WEST
304,172,2024-12-21 09:55:50,DELIVERED,EAST
305,74,2025-08-09 04:34:35,SHIPPED,NORTH
306,274,2023-12-21 12:34:53,DELIVERED,CENTRAL
307,372,2024-02-26 08:51:43,DELIVERED,CENTRAL
308,24,2024-11-30 11:58:40,DELIVERED,SOUTH
309,82,2025-10-25 09:59:22,SHIPPED,SOUTH
310,485,2023-06-10 00:27:56,PLACED,CENTRAL
311,107,2024-09-08 17:41:58,DELIVERED,EAST
312,317,2023-05-11 23:21:06,SHIPPED,SOUTH
313,540,2024-03-17 10:49:20,PLACED,SOUTH
314,488,2025-10-27 18:54:17,RETURNED,WEST
315,139,2025-04-19 18:26:17,SHIPPED,CENTRAL
316,578,2025-07-17 07:33:13,DELIVERED,WEST
317,494,2025-09-20 11:20:28,SHIPPED,CENTRAL
318,267,2023-05-20 02:48:57,DELIVERED,SOUTH
319,140,2023-01-01 03:26:34,DELIVERED,EAST
320,489,11-04-2025,PLACED,EAST
321,8,2024-10-30 15:47:29,DELIVERED,CENTRAL
322,256,2024-10-01 14:37:32,DELIVERED,SOUTH
323,270,2025-09-30 12:16:57,DELIVERED,NORTH
324,279,2024-01-08 03:30:42,DELIVERED,EAST
325,71,2025-04-06 08:19:10,SHIPPED,SOUTH
326,279,2023-06-21 10:22:58,DELIVERED,CENTRAL
327,,13-05-2024,PLACED,CENTRAL
328,449,2023-06-08 21:01:55,SHIPPED,NORTH
329,431,23-08-2023,DELIVERED,EAST
330,33,2025-02-13 05:32:25,PLACED,EAST
331,74,15-08-2023,DELIVERED,CENTRAL
332,391,2023-10-26 13:26:52,SHIPPED,NORTH
333,254,2024-01-22 17:59:22,SHIPPED,NORTH
334,485,2023-05-26 23:05:38,DELIVERED,WEST
335,44,2024-04-29 20:16:49,DELIVERED,CENTRAL
336,370,2024-01-29 12:11:00,CANCELLED,NORTH
337,445,2023-12-05 07:44:03,PLACED,EAST
338,249,2024-03-04 21:45:20,RETURNED,NORTH
339,159,2025-06-21 16:07:17,DELIVERED,EAST
340,347,2024-01-22 09:02:16,PLACED,NORTH
341,110,2025-09-28 07:29:38,DELIVERED,SOUTH
342,356,2024-05-07 00:54:23,DELIVERED,WEST
343,138,2023-02-03 04:05:28,CANCELLED,EAST
344,556,2025-01-23 21:22:29,SHIPPED,WEST
345,480,2023-10-17 21:56:55,CANCELLED,EAST
346,71,2025-07-19 00:24:21,SHIPPED,CENTRAL
347,465,2024-04-04 07:28:32,DELIVERED,NORTH
348,20,2025-02-24 23:28:17,CANCELLED,CENTRAL
349,552,2025-08-21 10:37:54,SHIPPED,WEST
350,290,2025-11-27 08:26:37,DELIVERED,EAST
351,69,2024-05-15 05:55:37,CANCELLED,NORTH
352,,2023-07-21 14:20:07,DELIVERED,NORTH
353,398,03-06-2023,DELIVERED,WEST
354,,2025-12-25 10:52:54,DELIVERED,SOUTH
355,504,21-04-2023,DELIVERED,NORTH
356,426,19-09-2025,DELIVERED,EAST
357,42,2023-04-01 13:34:56,CANCELLED,NORTH
358,100,2023-05-02 01:38:28,DELIVERED,NORTH
359,255,2025-04-05 21:45:38,DELIVERED,CENTRAL
360,109,2023-10-05 21:47:48,DELIVERED,CENTRAL
361,107,2024-12-13 14:20:35,DELIVERED,SOUTH
362,162,2025-05-04 08:11:55,RETURNED,CENTRAL
363,564,2024-11-19 04:41:26,CANCELLED,EAST
364,332,2024-10-02 13:16:19,SHIPPED,CENTRAL
365,261,2025-04-27 14:25:14,RETURNED,EAST
366,,2024-11-26 04:00:04,RETURNED,NORTH
367,310,14-07-2025,DELIVERED,NORTH
368,283,2023-12-11 16:32:09,DELIVERED,CENTRAL
369,39,2025-06-05 12:03:09,DELIVERED,WEST
370,256,2023-08-04 00:13:53,DELIVERED,SOUTH
371,223,2024-04-11 12:05:10,DELIVERED,NORTH
372,591,2025-01-19 14:08:26,DELIVERED,NORTH
373,391,11-04-2024,DELIVERED,NORTH
374,427,2024-06-03 10:56:58,CANCELLED,NORTH
375,12,2023-12-19 04:38:50,PLACED,WEST
376,154,25-03-2025,DELIVERED,EAST
377,403,2023-12-09 23:54:55,DELIVERED,WEST
378,297,2025-06-12 15:03:19,SHIPPED,WEST
379,51,2024-06-06 05:15:29,DELIVERED,CENTRAL
380,134,2023-05-13 03:58:28,DELIVERED,SOUTH
381,201,2023-11-04 18:01:16,DELIVERED,CENTRAL
382,441,2025-03-25 09:22:26,DELIVERED,EAST
383,434,2025-06-13 19:30:59,DELIVERED,EAST
384,313,2024-05-13 05:59:34,RETURNED,SOUTH
385,150,2025-08-15 06:23:01,PLACED,WEST
386,88,2023-12-29 17:07:23,DELIVERED,NORTH
387,295,2024-01-13 13:29:51,DELIVERED,NORTH
388,340,2023-06-22 20:44:39,DELIVERED,SOUTH
389,265,2023-11-26 03:17:03,DELIVERED,CENTRAL
390,386,2023-08-08 13:48:49,RETURNED,CENTRAL
391,291,29-03-2025,DELIVERED,SOUTH
392,9,2025-08-17 23:23:48,DELIVERED,NORTH
393,369,2024-02-26 11:11:02,PLACED,NORTH
394,521,2025-10-05 19:48:08,RETURNED,NORTH
395,191,2025-01-22 21:30:52,DELIVERED,SOUTH
396,41,2024-12-12 10:57:55,RETURNED,SOUTH
397,161,2024-04-18 16:31:19,DELIVERED,NORTH
398,514,2024-06-30 16:16:14,CANCELLED,EAST
399,31,2025-08-30 03:13:49,RETURNED,CENTRAL
400,141,2023-12-17 10:19:57,DELIVERED,NORTH
401,233,2025-03-19 21:46:05,SHIPPED,WEST
402,338,2023-08-26 06:54:04,DELIVERED,WEST
403,208,2023-11-18 04:28:11,DELIVERED,SOUTH
404,149,2025-03-24 16:53:01,RETURNED,CENTRAL
405,122,08-05-2024,DELIVERED,SOUTH
406,424,2023-08-15 01:29:03,DELIVERED,WEST
407,193,2025-09-16 07:23:30,SHIPPED,NORTH
408,274,2023-02-10 16:44:25,DELIVERED,CENTRAL
409,27,2023-12-25 16:59:56,PLACED,EAST
410,481,2025-01-10 09:01:07,SHIPPED,EAST
411,198,2024-08-24 21:33:59,PLACED,SOUTH
412,228,2023-01-24 07:46:19,DELIVERED,SOUTH
413,450,2023-04-13 17:44:27,DELIVERED,CENTRAL
414,438,2024-05-19 16:59:12,DELIVERED,WEST
415,321,2025-08-02 09:16:17,DELIVERED,WEST
416,40,2025-06-07 11:15:42,SHIPPED,CENTRAL
417,,2024-12-10 18:28:56,DELIVERED,SOUTH
418,,2024-09-06 13:27:15,DELIVERED,WEST
419,451,2025-09-06 16:16:55,CANCELLED,WEST
420,56,2024-03-20 03:40:06,RETURNED,CENTRAL
421,513,2024-12-21 03:28:33,SHIPPED,NORTH
422,139,2025-06-28 11:04:22,DELIVERED,WEST
423,207,01-12-2024,PLACED,WEST
424,168,2024-05-18 10:23:00,PLACED,NORTH
425,394,2024-11-29 02:47:14,DELIVERED,CENTRAL
426,175,2023-09-06 09:29:30,DELIVERED,EAST
427,149,2025-10-21 13:04:23,DELIVERED,SOUTH
428,457,2023-03-21 16:59:37,DELIVERED,EAST
429,4,2023-07-02 14:43:47,DELIVERED,CENTRAL
430,557,2023-01-19 23:08:18,DELIVERED,NORTH
431,488,2025-02-05 13:46:32,DELIVERED,WEST
432,,2023-05-04 08:25:47,DELIVERED,CENTRAL
433,51,2025-09-03 13:13:38,SHIPPED,SOUTH
434,34,2025-10-11 19:55:38,CANCELLED,CENTRAL
435,112,2024-04-08 14:42:26,RETURNED,WEST
436,587,2023-09-08 15:00:47,SHIPPED,CENTRAL
437,37,2024-12-08 08:13:28,DELIVERED,NORTH
438,70,2024-05-16 11:40:15,CANCELLED,WEST
439,282,2023-04-11 20:36:42,DELIVERED,EAST
440,60,2025-03-26 00:13:42,DELIVERED,NORTH
441,295,2025-09-04 02:01:18,DELIVERED,WEST
442,363,2024-05-06 15:32:55,DELIVERED,SOUTH
443,505,2025-02-10 03:01:07,CANCELLED,SOUTH
444,2,2023-12-28 12:29:29,PLACED,NORTH
445,213,2025-08-29 14:51:59,RETURNED,CENTRAL
446,218,05-10-2024,DELIVERED,NORTH
447,316,2025-12-07 21:42:02,DELIVERED,EAST
448,342,2024-05-18 04:45:21,DELIVERED,EAST
449,,2025-06-02 18:55:56,SHIPPED,SOUTH
450,486,2024-06-08 23:11:56,DELIVERED,NORTH
451,550,2025-01-17 23:27:15,DELIVERED,EAST
452,534,2024-10-05 01:17:19,DELIVERED,EAST
453,214,2025-11-19 13:02:24,DELIVERED,CENTRAL
454,32,03-07-2024,RETURNED,EAST
455,399,2025-08-31 06:01:02,DELIVERED,SOUTH
456,33,2024-04-23 21:33:51,DELIVERED,EAST
457,310,2025-02-11 03:31:56,DELIVERED,SOUTH
458,207,2023-09-29 20:56:53,DELIVERED,NORTH
459,158,2023-02-08 17:38:08,DELIVERED,SOUTH
460,336,2025-01-21 01:08:25,DELIVERED,SOUTH
461,136,2023-06-02 15:05:01,DELIVERED,SOUTH
462,119,2024-12-14 14:29:44,DELIVERED,NORTH
463,90,2023-03-10 09:33:21,DELIVERED,EAST
464,320,2023-03-13 16:12:55,DELIVERED,NORTH
465,206,2024-04-29 21:31:50,DELIVERED,SOUTH
466,121,2025-04-06 20:40:49,SHIPPED,EAST
467,574,2024-03-01 01:55:21,SHIPPED,CENTRAL
468,145,2025-04-22 18:56:11,DELIVERED,EAST
469,347,24-09-2023,DELIVERED,CENTRAL
470,52,22-07-2023,DELIVERED,NORTH
471,457,2023-05-14 18:46:14,DELIVERED,CENTRAL
472,547,2024-05-31 06:14:18,RETURNED,NORTH
473,480,2024-12-24 10:22:53,DELIVERED,NORTH
474,482,2025-11-29 07:11:18,RETURNED,SOUTH
475,373,2023-08-12 06:19:57,SHIPPED,WEST
476,333,2025-10-30 07:43:51,DELIVERED,WEST
477,473,2023-04-12 12:59:28,DELIVERED,SOUTH
478,106,2024-06-25 13:19:32,CANCELLED,WEST
479,310,2023-06-16 04:33:06,DELIVERED,CENTRAL
480,562,2025-07-06 08:46:34,RETURNED,SOUTH
481,442,19-08-2024,DELIVERED,WEST
482,80,2024-06-15 14:10:18,CANCELLED,CENTRAL
483,569,2023-06-27 14:15:54,CANCELLED,NORTH
484,112,2023-10-01 16:14:34,DELIVERED,CENTRAL
485,63,2024-08-11 14:49:35,SHIPPED,NORTH
486,1,2023-08-04 19:11:28,DELIVERED,SOUTH
487,592,2024-12-04 16:06:37,SHIPPED,WEST
488,312,2025-11-24 16:47:14,DELIVERED,WEST
489,523,2024-06-18 19:06:55,CANCELLED,WEST
490,55,01-04-2024,DELIVERED,NORTH
491,32,2024-07-12 01:36:38,DELIVERED,SOUTH
492,392,2025-07-05 18:54:14,DELIVERED,WEST
493,143,2025-04-26 19:30:05,DELIVERED,SOUTH
